,perturbation,control_idx,deleted_genes,mutated_genes,overexpressed_genes,conditions,Strain,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Supplement,Antibiotic for selection,Growth Rate (1/hr)
p1k_00947,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00948,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00949,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00950,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00951,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00952,{'b4112': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",basS,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00953,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00954,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00955,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00956,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00957,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00958,{'b0694': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",kdpE,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00959,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00960,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00961,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00962,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00963,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00964,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00965,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00966,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00967,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00968,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00969,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00970,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00971,{'b0399': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",phoB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00972,{'b3025': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00973,{'b3025': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00974,{'b3025': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00975,{'b3025': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00976,{'b3025': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseB,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00977,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00978,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00979,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00980,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00981,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00982,{'b3026': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseC,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00983,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00984,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00985,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00986,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00987,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00988,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00989,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00990,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00991,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00992,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00993,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00994,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00995,{'b2554': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",qseF,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_00996,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_00997,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_00998,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_00999,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_01000,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_01001,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_01002,{'b0150': -1},"['p1k_00001', 'p1k_00002', 'p1k_00161', 'p1k_00162', 'p1k_00163', 'p1k_00164', 'p1k_00185', 'p1k_00186', 'p1k_00191', 'p1k_00192']",fhuA,,,"('MG1655', 'Medium C', 30, 6.5, nan, nan, nan, nan)",MG1655,Medium C,30,6.5,,,,,,
p1k_01003,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01004,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01005,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01006,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01007,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01008,{'b4401': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",arcA,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01009,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01010,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01011,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01012,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01013,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01014,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01015,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01016,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
p1k_01017,{'b2079': -1},"['p1k_00934', 'p1k_00935', 'p1k_00936', 'p1k_00937', 'p1k_00938', 'p1k_00939', 'p1k_00940', 'p1k_00941', 'p1k_00942', 'p1k_00943', 'p1k_00944', 'p1k_00945', 'p1k_00946']",baeR,,,"('BW25113', 'Medium C', 30, 6.5, nan, nan, nan, nan)",BW25113,Medium C,30,6.5,,,,,,
